Figure,Setting,Indicator,Group,Subgroup,Time,Start_Time,End_Time,Value,Measure
1,ED,Suspected COVID-19,Age,50-64 Years,199,10/18/2023,10/24/2023,2.3,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,200,10/25/2023,10/31/2023,2.6,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,201,11/01/2023,11/07/2023,3.0,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,202,11/08/2023,11/14/2023,3.2,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,203,11/15/2023,11/21/2023,3.2,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,204,11/22/2023,11/28/2023,3.0,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,205,11/29/2023,12/05/2023,3.2,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,206,12/06/2023,12/12/2023,3.3,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,207,12/13/2023,12/19/2023,3.9,Percent
1,ED,Suspected COVID-19,Age,50-64 Years,208,12/20/2023,12/26/2023,4.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,12,03/18/2020,03/24/2020,0.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,13,03/25/2020,03/31/2020,0.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,14,04/01/2020,04/07/2020,1.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,15,04/08/2020,04/14/2020,0.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,16,04/15/2020,04/21/2020,1.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,17,04/22/2020,04/28/2020,2.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,18,04/29/2020,05/05/2020,1.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,19,05/06/2020,05/12/2020,3.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,20,05/13/2020,05/19/2020,2.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,21,05/20/2020,05/26/2020,2.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,22,05/27/2020,06/02/2020,3.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,23,06/03/2020,06/09/2020,2.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,24,06/10/2020,06/16/2020,2.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,25,06/17/2020,06/23/2020,4.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,26,06/24/2020,06/30/2020,4.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,27,07/01/2020,07/07/2020,4.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,28,07/08/2020,07/14/2020,5.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,29,07/15/2020,07/21/2020,4.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,30,07/22/2020,07/28/2020,4.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,31,07/29/2020,08/04/2020,4.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,32,08/05/2020,08/11/2020,4.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,33,08/12/2020,08/18/2020,6.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,34,08/19/2020,08/25/2020,5.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,35,08/26/2020,09/01/2020,7.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,36,09/02/2020,09/08/2020,6.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,37,09/09/2020,09/15/2020,7.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,38,09/16/2020,09/22/2020,8.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,39,09/23/2020,09/29/2020,7.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,40,09/30/2020,10/06/2020,9.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,41,10/07/2020,10/13/2020,10.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,42,10/14/2020,10/20/2020,9.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,43,10/21/2020,10/27/2020,9.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,44,10/28/2020,11/03/2020,10.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,45,11/04/2020,11/10/2020,9.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,46,11/11/2020,11/17/2020,11.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,47,11/18/2020,11/24/2020,13.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,48,11/25/2020,12/01/2020,11.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,49,12/02/2020,12/08/2020,12.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,50,12/09/2020,12/15/2020,12.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,51,12/16/2020,12/22/2020,12.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,52,12/23/2020,12/29/2020,11.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,53,12/30/2020,01/05/2021,11.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,54,01/06/2021,01/12/2021,13.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,55,01/13/2021,01/19/2021,14.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,56,01/20/2021,01/26/2021,12.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,57,01/27/2021,02/02/2021,13.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,58,02/03/2021,02/09/2021,12.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,59,02/10/2021,02/16/2021,11.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,60,02/17/2021,02/23/2021,10.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,61,02/24/2021,03/02/2021,12.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,62,03/03/2021,03/09/2021,11.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,63,03/10/2021,03/16/2021,10.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,64,03/17/2021,03/23/2021,9.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,65,03/24/2021,03/30/2021,11.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,66,03/31/2021,04/06/2021,9.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,67,04/07/2021,04/13/2021,10.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,68,04/14/2021,04/20/2021,10.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,69,04/21/2021,04/27/2021,9.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,70,04/28/2021,05/04/2021,10.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,71,05/05/2021,05/11/2021,9.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,72,05/12/2021,05/18/2021,9.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,73,05/19/2021,05/25/2021,8.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,74,05/26/2021,06/01/2021,9.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,75,06/02/2021,06/08/2021,9.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,76,06/09/2021,06/15/2021,8.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,77,06/16/2021,06/22/2021,9.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,78,06/23/2021,06/29/2021,7.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,79,06/30/2021,07/06/2021,7.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,80,07/07/2021,07/13/2021,8.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,81,07/14/2021,07/20/2021,7.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,82,07/21/2021,07/27/2021,8.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,83,07/28/2021,08/03/2021,8.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,84,08/04/2021,08/10/2021,12.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,85,08/11/2021,08/17/2021,11.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,86,08/18/2021,08/24/2021,12.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,87,08/25/2021,08/31/2021,13.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,88,09/01/2021,09/07/2021,12.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,89,09/08/2021,09/14/2021,12.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,90,09/15/2021,09/21/2021,12.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,91,09/22/2021,09/28/2021,11.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,92,09/29/2021,10/05/2021,11.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,93,10/06/2021,10/12/2021,12.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,94,10/13/2021,10/19/2021,11.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,95,10/20/2021,10/26/2021,11.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,96,10/27/2021,11/02/2021,10.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,97,11/03/2021,11/09/2021,11.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,98,11/10/2021,11/16/2021,11.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,99,11/17/2021,11/23/2021,10.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,100,11/24/2021,11/30/2021,13.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,101,12/01/2021,12/07/2021,13.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,102,12/08/2021,12/14/2021,14.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,103,12/15/2021,12/21/2021,14.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,104,12/22/2021,12/28/2021,17.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,105,12/29/2021,01/04/2022,17.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,106,01/05/2022,01/11/2022,13.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,107,01/12/2022,01/18/2022,14.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,108,01/19/2022,01/25/2022,14.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,109,01/26/2022,02/01/2022,13.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,110,02/02/2022,02/08/2022,12.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,111,02/09/2022,02/15/2022,12.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,112,02/16/2022,02/22/2022,11.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,113,02/23/2022,03/01/2022,10.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,114,03/02/2022,03/08/2022,10.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,115,03/09/2022,03/15/2022,10.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,116,03/16/2022,03/22/2022,11.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,117,03/23/2022,03/29/2022,8.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,118,03/30/2022,04/05/2022,8.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,119,04/06/2022,04/12/2022,8.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,120,04/13/2022,04/19/2022,9.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,121,04/20/2022,04/26/2022,10.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,122,04/27/2022,05/03/2022,11.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,123,05/04/2022,05/10/2022,10.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,124,05/11/2022,05/17/2022,11.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,125,05/18/2022,05/24/2022,11.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,126,05/25/2022,05/31/2022,10.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,127,06/01/2022,06/07/2022,11.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,128,06/08/2022,06/14/2022,10.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,129,06/15/2022,06/21/2022,11.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,130,06/22/2022,06/28/2022,11.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,131,06/29/2022,07/05/2022,10.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,132,07/06/2022,07/12/2022,12.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,133,07/13/2022,07/19/2022,11.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,134,07/20/2022,07/26/2022,11.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,135,07/27/2022,08/02/2022,10.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,136,08/03/2022,08/09/2022,10.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,137,08/10/2022,08/16/2022,10.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,138,08/17/2022,08/23/2022,10.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,139,08/24/2022,08/30/2022,11.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,140,08/31/2022,09/06/2022,10.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,141,09/07/2022,09/13/2022,11.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,142,09/14/2022,09/20/2022,11.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,143,09/21/2022,09/27/2022,10.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,144,09/28/2022,10/04/2022,11.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,145,10/05/2022,10/11/2022,10.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,146,10/12/2022,10/18/2022,10.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,147,10/19/2022,10/25/2022,13.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,148,10/26/2022,11/01/2022,12.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,149,11/02/2022,11/08/2022,12.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,150,11/09/2022,11/15/2022,12.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,151,11/16/2022,11/22/2022,13.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,152,11/23/2022,11/29/2022,16.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,153,11/30/2022,12/06/2022,15.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,154,12/07/2022,12/13/2022,15.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,155,12/14/2022,12/20/2022,15.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,156,12/21/2022,12/27/2022,16.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,157,12/28/2022,01/03/2023,18.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,158,01/04/2023,01/10/2023,14.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,159,01/11/2023,01/17/2023,14.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,160,01/18/2023,01/24/2023,13.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,161,01/25/2023,01/31/2023,13.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,162,02/01/2023,02/07/2023,11.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,163,02/08/2023,02/14/2023,10.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,164,02/15/2023,02/21/2023,12.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,165,02/22/2023,02/28/2023,12.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,166,03/01/2023,03/07/2023,12.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,167,03/08/2023,03/14/2023,11.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,168,03/15/2023,03/21/2023,11.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,169,03/22/2023,03/28/2023,11.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,170,03/29/2023,04/04/2023,11.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,171,04/05/2023,04/11/2023,10.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,172,04/12/2023,04/18/2023,11.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,173,04/19/2023,04/25/2023,10.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,174,04/26/2023,05/02/2023,9.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,175,05/03/2023,05/09/2023,10.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,176,05/10/2023,05/16/2023,9.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,177,05/17/2023,05/23/2023,7.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,178,05/24/2023,05/30/2023,6.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,179,05/31/2023,06/06/2023,8.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,180,06/07/2023,06/13/2023,8.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,181,06/14/2023,06/20/2023,5.8,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,182,06/21/2023,06/27/2023,5.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,183,06/28/2023,07/04/2023,4.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,184,07/05/2023,07/11/2023,4.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,185,07/12/2023,07/18/2023,4.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,186,07/19/2023,07/25/2023,4.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,187,07/26/2023,08/01/2023,4.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,188,08/02/2023,08/08/2023,5.2,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,189,08/09/2023,08/15/2023,6.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,190,08/16/2023,08/22/2023,5.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,191,08/23/2023,08/29/2023,6.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,192,08/30/2023,09/05/2023,7.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,193,09/06/2023,09/12/2023,8.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,194,09/13/2023,09/19/2023,8.1,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,195,09/20/2023,09/26/2023,8.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,196,09/27/2023,10/03/2023,7.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,197,10/04/2023,10/10/2023,4.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,198,10/11/2023,10/17/2023,4.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,199,10/18/2023,10/24/2023,3.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,200,10/25/2023,10/31/2023,2.6,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,201,11/01/2023,11/07/2023,2.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,202,11/08/2023,11/14/2023,2.4,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,203,11/15/2023,11/21/2023,3.3,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,204,11/22/2023,11/28/2023,2.9,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,205,11/29/2023,12/05/2023,2.5,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,206,12/06/2023,12/12/2023,3.0,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,207,12/13/2023,12/19/2023,3.7,Percent
1,ED,Suspected COVID-19,Age,65-74 Years,208,12/20/2023,12/26/2023,3.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,12,03/18/2020,03/24/2020,0.5,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,13,03/25/2020,03/31/2020,0.4,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,14,04/01/2020,04/07/2020,0.7,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,15,04/08/2020,04/14/2020,0.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,16,04/15/2020,04/21/2020,1.4,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,17,04/22/2020,04/28/2020,1.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,18,04/29/2020,05/05/2020,2.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,19,05/06/2020,05/12/2020,1.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,20,05/13/2020,05/19/2020,2.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,21,05/20/2020,05/26/2020,2.6,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,22,05/27/2020,06/02/2020,2.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,23,06/03/2020,06/09/2020,2.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,24,06/10/2020,06/16/2020,2.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,25,06/17/2020,06/23/2020,3.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,26,06/24/2020,06/30/2020,3.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,27,07/01/2020,07/07/2020,4.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,28,07/08/2020,07/14/2020,5.0,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,29,07/15/2020,07/21/2020,4.5,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,30,07/22/2020,07/28/2020,4.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,31,07/29/2020,08/04/2020,4.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,32,08/05/2020,08/11/2020,5.1,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,33,08/12/2020,08/18/2020,6.0,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,34,08/19/2020,08/25/2020,6.6,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,35,08/26/2020,09/01/2020,6.5,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,36,09/02/2020,09/08/2020,6.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,37,09/09/2020,09/15/2020,6.0,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,38,09/16/2020,09/22/2020,7.0,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,39,09/23/2020,09/29/2020,8.7,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,40,09/30/2020,10/06/2020,8.7,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,41,10/07/2020,10/13/2020,8.0,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,42,10/14/2020,10/20/2020,6.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,43,10/21/2020,10/27/2020,9.1,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,44,10/28/2020,11/03/2020,10.0,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,45,11/04/2020,11/10/2020,9.0,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,46,11/11/2020,11/17/2020,13.1,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,47,11/18/2020,11/24/2020,11.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,48,11/25/2020,12/01/2020,12.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,49,12/02/2020,12/08/2020,12.1,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,50,12/09/2020,12/15/2020,13.7,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,51,12/16/2020,12/22/2020,11.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,52,12/23/2020,12/29/2020,11.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,53,12/30/2020,01/05/2021,12.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,54,01/06/2021,01/12/2021,11.7,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,55,01/13/2021,01/19/2021,14.6,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,56,01/20/2021,01/26/2021,13.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,57,01/27/2021,02/02/2021,12.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,58,02/03/2021,02/09/2021,11.1,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,59,02/10/2021,02/16/2021,10.4,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,60,02/17/2021,02/23/2021,9.6,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,61,02/24/2021,03/02/2021,10.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,62,03/03/2021,03/09/2021,11.4,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,63,03/10/2021,03/16/2021,9.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,64,03/17/2021,03/23/2021,10.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,65,03/24/2021,03/30/2021,13.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,66,03/31/2021,04/06/2021,9.4,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,67,04/07/2021,04/13/2021,9.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,68,04/14/2021,04/20/2021,10.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,69,04/21/2021,04/27/2021,10.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,70,04/28/2021,05/04/2021,10.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,71,05/05/2021,05/11/2021,9.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,72,05/12/2021,05/18/2021,9.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,73,05/19/2021,05/25/2021,7.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,74,05/26/2021,06/01/2021,8.7,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,75,06/02/2021,06/08/2021,8.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,76,06/09/2021,06/15/2021,6.7,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,77,06/16/2021,06/22/2021,8.0,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,78,06/23/2021,06/29/2021,8.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,79,06/30/2021,07/06/2021,7.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,80,07/07/2021,07/13/2021,6.8,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,81,07/14/2021,07/20/2021,8.4,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,82,07/21/2021,07/27/2021,7.6,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,83,07/28/2021,08/03/2021,9.7,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,84,08/04/2021,08/10/2021,10.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,85,08/11/2021,08/17/2021,8.3,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,86,08/18/2021,08/24/2021,11.9,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,87,08/25/2021,08/31/2021,11.2,Percent
1,ED,Suspected COVID-19,Age,75-84 Years,88,09/01/2021,09/07/2021,11.5,Percent
